Object_name,unique_index,video_id
courgette,9,P28_05
courgette piece,10,P28_05
aubergine piece,11,P28_05
pepper,12,P28_05
spring onion,13,P28_05
strainer,14,P28_05
aubergine,15,P28_05
potato,16,P28_05
sink,17,P28_05
drawer,18,P28_05
spring onion piece,19,P28_05
onion,20,P28_05
glove,21,P28_05
cupboard,22,P28_05
oven temperature,23,P28_05
left hand,1,P29_04
right hand,2,P29_04
tea box,3,P29_04
teapot,4,P29_04
bowl,5,P29_04
kettle,6,P29_04
cereal box,7,P29_04
cupboard,8,P29_04
mug,9,P29_04
teapot lid,10,P29_04
shelf,11,P29_04
teaspoon,12,P29_04
cereal,13,P29_04
milk,14,P29_04
tea packet,15,P29_04
tea,16,P29_04
tea pot,17,P29_04
fridge,18,P29_04
seal,19,P29_04
teapot filter,20,P29_04
milk cap,21,P29_04
scissors,22,P29_04
tap,23,P29_04
sink,24,P29_04
switch,25,P29_04
stand,26,P29_04
spoon,27,P29_04
right hand,1,P30_07
left hand,2,P30_07
cupboard,3,P30_07
bowl,4,P30_07
spoon,5,P30_07
cereal,6,P30_07
sink,7,P30_07
mug,8,P30_07
sponge,9,P30_07
tap,10,P30_07
water,11,P30_07
surface,12,P30_07
kettle,13,P30_07
v60/pourover coffee maker,14,P30_07
filter,15,P30_07
coffee grinder,16,P30_07
jug,17,P30_07
drainer,18,P30_07
coffee bag,19,P30_07
cereal box,20,P30_07
soy milk carton,21,P30_07
plate,22,P30_07
tea towel/dish towel,23,P30_07
washing bowl,24,P30_07
filter box,25,P30_07
chopping board,26,P30_07
coffee,27,P30_07
cereal bag,28,P30_07
drawer,29,P30_07
lime squeezer,30,P30_07
microwave,31,P30_07
olive oil bottle,32,P30_07
fridge,33,P30_07
lid,34,P30_07
spilled milk,35,P30_07
honey bottle,36,P30_07
bin/garbage can/recycling bin,37,P30_07
v60,38,P30_07
recycling bin,39,P30_07
fork,40,P30_07
knife,41,P30_07
liquid bottle,42,P30_07
coffee jar,43,P30_07
soy milk,44,P30_07
right hand,1,P30_110
left hand,2,P30_110
sink,3,P30_110
tap,4,P30_110
washing up bowl,5,P30_110
mug,6,P30_110
plate,7,P30_110
filter paper,8,P30_110
water,9,P30_110
v60/pourover coffee maker,10,P30_110
coffee,11,P30_110
sponge,12,P30_110
saucepan,13,P30_110
fridge,14,P30_110
cupboard,15,P30_110
spoon,16,P30_110
stir fry,17,P30_110
spaghetti tupperware,18,P30_110
pitta bread,19,P30_110
jug,20,P30_110
tupperware,21,P30_110
toaster,22,P30_110
tupperware lid,23,P30_110
coffee tin,24,P30_110
hob,25,P30_110
drainer,26,P30_110
chopping board,27,P30_110
knife,28,P30_110
spaghetti,29,P30_110
kettle,30,P30_110
ground coffee container,31,P30_110
cup,32,P30_110
coffee machine,33,P30_110
pitta bread package,34,P30_110
coffee tin lid,35,P30_110
drawer,36,P30_110
tupperware food,37,P30_110
hummus,38,P30_110
bin,39,P30_110
fridge top,40,P30_110
tea,41,P30_110
teabag,42,P30_110
washing up liquid/dish soap,43,P30_110
toaster,1,P32_07
right hand,2,P32_07
bread package,3,P32_07
left hand,4,P32_07
sandwich bread,5,P32_07
right hand,1,P37_102
left hand,2,P37_102
plate,3,P37_102
carrot,4,P37_102
chopping board,5,P37_102
cleaver,6,P37_102
pot,7,P37_102
sink,8,P37_102
tap,9,P37_102
cloth,10,P37_102
water,11,P37_102
chicken thigh,12,P37_102
hob,13,P37_102
chicken thigh soup,14,P37_102
switch,15,P37_102
diced carrot,16,P37_102
carrot bag,17,P37_102
fridge,18,P37_102
packing bag,19,P37_102
spatula,20,P37_102
ice cube bag,21,P37_102
sponge,22,P37_102
drawer,23,P37_102
bin/garbage can/recycling bin,24,P37_102
carrot bit,25,P37_102
drainer,26,P37_102
right hand,1,P01_103
left hand,2,P01_103
cup,3,P01_103
cupboard,4,P01_103
cereal box,5,P01_103
fridge,6,P01_103
soy milk,7,P01_103
colander,8,P01_103
cereal bag,9,P01_103
drawer,10,P01_103
cereal,11,P01_103
knife,12,P01_103
food container,13,P01_103
cafetiere,14,P01_103
spoon,15,P01_103
tap,16,P01_103
sink,17,P01_103
rice cooker pot,18,P01_103
tea towel/dish towel,19,P01_103
peeler,20,P01_103
cutlery tray,21,P01_103
wok,22,P01_103
cap,23,P01_103
table,24,P01_103
plate,25,P01_103
spatula,26,P01_103
fork,27,P01_103
chopping board,28,P01_103
rice cooker,29,P01_103
tea towel,30,P01_103
water,31,P01_103
paper,32,P01_103
door,33,P01_103
